"3. ME_NO: N0520064, location: BK202\COLT_N79COLT.csv, index: 434254"
SI_NO,SI_ID,BOOK_NO,PAGE_NO,PAGE_SERNO,DO_NO,ME_NO,VOU_CAT,VOU_SERNO,VOU_MMYY,VOU_NAME,VOU_PAGE,DATE1,MONA1,MONB1,STAT1,STATS1,DATE2,MONA2,MONB2,STAT2,STATS2,DATE3,MONA3,MONB3,STAT3,STATS3,DATE4,MONA4,MONB4,STAT4,STATS4,DATE5,MONA5,MONB5,STAT5,STATS5,DATE6,MONA6,MONB6,STAT6,STATS6,DATE7,MONA7,MONB7,STAT7,STATS7,DATE8,MONA8,MONB8,STAT8,STATS8,DATE9,MONA9,MONB9,STAT9,STATS9,DATE10,MONA10,MONB10,STAT10,STATS10,DATE11,MONA11,MONB11,STAT11,STATS11,DATE12,MONA12,MONB12,STAT12,STATS12
N1736,.,1,2,1,N017227,N0520064,2,1,2,陳金海,,,0,0,,,1983-02-25,2000,2000,1,@,,0,0,,,1983-04-25,2000,2000,1,@,,0,0,,,1983-06-25,2000,2000,1,@,,0,0,,,1983-08-27,2000,2000,1,@,,0,0,,,1983-10-29,2000,2000,1,@,,,,,,1983-12-31,2000,2000,2,@

"38. ME_NO: N0520064, location: BK227\PAYMEM83.csv, index: 14348"
RECNO,SI_NO,SI_ID,BOOK_NO,PAGE_NO,PAGE_SERNO,DO_NO,ME_NO,VOU_CAT,VOU_NO,VOU_MMYY,VOU_NAME,ME_NAME,SI_NO1,SI_ID1,OPD_DATE,MON_CAT,DATES,MONAS,MONBS,STATS,OWNER,STAT,REMARK,DEL_STAT,SREMARK
14907,N0840,11,0,0,0,N017227,N0520064,1,0,,陳金海,陳金海,N1736,.,1983-03-30,1,1983-03-30,100000,0,1,王玉玲,,,,

"39. ME_NO: N0520064, location: BK227\PAYMEM83.csv, index: 37248"
RECNO,SI_NO,SI_ID,BOOK_NO,PAGE_NO,PAGE_SERNO,DO_NO,ME_NO,VOU_CAT,VOU_NO,VOU_MMYY,VOU_NAME,ME_NAME,SI_NO1,SI_ID1,OPD_DATE,MON_CAT,DATES,MONAS,MONBS,STATS,OWNER,STAT,REMARK,DEL_STAT,SREMARK
38902,N0840,19,,,,N017227,N0520064,1,0,,陳金海,陳金海,N1007,35,1983-08-26,1,1983-08-26,1000,0,1,連玲玢,,,,#51872

"40. ME_NO: N0520064, location: BK227\PAYMEM83.csv, index: 53909"
RECNO,SI_NO,SI_ID,BOOK_NO,PAGE_NO,PAGE_SERNO,DO_NO,ME_NO,VOU_CAT,VOU_NO,VOU_MMYY,VOU_NAME,ME_NAME,SI_NO1,SI_ID1,OPD_DATE,MON_CAT,DATES,MONAS,MONBS,STATS,OWNER,STAT,REMARK,DEL_STAT,SREMARK
56354,N0840,20,,,,N017227,N0520064,1,0,,陳金海,陳金海,N0840,20,1983-09-19,1,1983-09-19,0,15000,1,黃心翊,,,,#58513

"41. ME_NO: N0520064, location: BK229\N82DBF_COLT.csv, index: 619260"
SI_NO,SI_ID,BOOK_NO,PAGE_NO,PAGE_SERNO,CNT,MONA_T,MONB_T,DO_NO,ME_NO,STAT
N1736,.,1,2,1,1,6000,12000,N017227,N0520064,

"42. ME_NO: N0520064, location: BK229\N82DBF_COL_6.csv, index: 63486"
SI_NO,SI_ID,BOOK_NO,PAGE_NO,PAGE_SERNO,DO_NO,ME_NO,VOU_CAT,VOU_SERNO,VOU_MMYY,VOU_NAME,VOU_PAGE,DATE1,MONA1,MONB1,STAT1,STATS1,DATE2,MONA2,MONB2,STAT2,STATS2,DATE3,MONA3,MONB3,STAT3,STATS3,DATE4,MONA4,MONB4,STAT4,STATS4,DATE5,MONA5,MONB5,STAT5,STATS5,DATE6,MONA6,MONB6,STAT6,STATS6,DATE7,MONA7,MONB7,STAT7,STATS7,DATE8,MONA8,MONB8,STAT8,STATS8,DATE9,MONA9,MONB9,STAT9,STATS9,DATE10,MONA10,MONB10,STAT10,STATS10,DATE11,MONA11,MONB11,STAT11,STATS11,DATE12,MONA12,MONB12,STAT12,STATS12
N1736,.,1,2,1,N017227,N0520064,2,1,2,陳金海,,,0,0,,,1982-03-03,1000,2000,2,@,,0,0,,,1982-04-30,1000,2000,2,@,,0,0,,,1982-06-30,1000,2000,2,@,,0,0,,,1982-08-24,1000,2000,2,@,,0,0,,,1982-10-22,1000,2000,2,@,,,,,,1982-12-23,1000,2000,2,@

"43. ME_NO: N0520064, location: BK230\N82VOU_PAYMEM.csv, index: 46374"
RECNO,SI_NO,SI_ID,BOOK_NO,PAGE_NO,PAGE_SERNO,DO_NO,ME_NO,VOU_CAT,VOU_NO,VOU_MMYY,VOU_NAME,ME_NAME,SI_NO1,SI_ID1,OPD_DATE,MON_CAT,DATES,MONAS,MONBS,STATS,OWNER,STAT,REMARK,DEL_STAT
48721,N0840,3,0,0,0,N017227,N0520064,1,0,,蘆洲三重地區資源回收,陳金海,N1736,.,1982-06-01,2,1982-06-01,0,400000,1,黃心翊,*,,

"44. ME_NO: N0520064, location: BK230\N82VOU_VOU_12.csv, index: 274790"
VOU_NAME,VOU_DATE,VOU_MM,MONA,MONB,ME_NO,DO_NO,VOU_CAT,VOU_MMYY,VOU_PAGE,VOU_SOU,SI_NO,SI_ID,BOOK_NO,PAGE_NO,PAGE_SERNO,MM1,MM2,MM3,MM4,MM5,MM6,MM7,MM8,MM9,MM10,MM11,MM12,OP_DATE,VOU_CNT,OWNER,STAT
陳金海,1982-12-23,12,36000,153000,N0520064,N017227,2,2,0,M,N1736,.,1,2,1,,*,,*,,*,,*,,*,,*,1982-12-27,,林素玫,#

"45. ME_NO: N0520064, location: BK233\VOU_12.csv, index: 432997"
VOU_NAME,VOU_DATE,VOU_MM,MONA,MONB,MONC,MONC_KIND,ME_NO,DO_NO,VOU_CAT,VOU_MMYY,VOU_PAGE,VOU_SOU,SI_NO,SI_ID,BOOK_NO,PAGE_NO,PAGE_SERNO,MM1,MM2,MM3,MM4,MM5,MM6,MM7,MM8,MM9,MM10,MM11,MM12,OP_DATE,VOU_CNT,OWNER,STAT,REMARK,WORKNOA,WORKNOB
陳金海,1983-12-31,12,54000,54000,,,N0520064,N017227,2,2,0,M,N1736,.,1,2,1,,*,,*,,*,,*,,*,,*,1984-01-13,,張愛智,,,,

"48. ME_NO: N0520064, location: BK247\87TZCOL_COLT.csv, index: 564564"
SI_NO,SI_ID,BOOK_NO,PAGE_NO,PAGE_SERNO,CNT,MONA_T,MONB_T,MONC_T,MOND_T,DO_NO,ME_NO,STAT
N1736,.,1,2,1,1,12000,12000,,,N017227,N0520064,

"49. ME_NO: N0520064, location: BK247\87TZCOL_COL_6.csv, index: 32006"
SI_NO,SI_ID,BOOK_NO,PAGE_NO,PAGE_SERNO,DO_NO,ME_NO,VOU_CAT,VOU_SERNO,VOU_MMYY,VOU_NAME,VOU_PAGE,DATE1,MONA1,MONB1,STAT1,STATS1,DATE2,MONA2,MONB2,STAT2,STATS2,DATE3,MONA3,MONB3,STAT3,STATS3,DATE4,MONA4,MONB4,STAT4,STATS4,DATE5,MONA5,MONB5,STAT5,STATS5,DATE6,MONA6,MONB6,STAT6,STATS6,DATE7,MONA7,MONB7,STAT7,STATS7,DATE8,MONA8,MONB8,STAT8,STATS8,DATE9,MONA9,MONB9,STAT9,STATS9,DATE10,MONA10,MONB10,STAT10,STATS10,DATE11,MONA11,MONB11,STAT11,STATS11,DATE12,MONA12,MONB12,STAT12,STATS12
N1736,.,1,2,1,N017227,N0520064,2,1,2,陳金海,,,0,0,,,1987-03-05,2000,2000,2,@,,0,0,,,1987-05-01,2000,2000,2,@,,0,0,,,1987-06-30,2000,2000,2,@,,0,0,,,1987-09-22,2000,2000,2,@,,0,0,,,1987-11-03,2000,2000,2,@,,0,0,,,1987-12-30,2000,2000,2,@

"50. ME_NO: N0520064, location: BK247\N78_DATA_COL_N.csv, index: 114650"
SI_NO,SI_ID,BOOK_NO,PAGE_NO,PAGE_SERNO,DO_NO,ME_NO,VOU_CAT,VOU_SERNO,VOU_MMYY,VOU_NAME,VOU_PAGE,DATE1,MONA1,MONB1,STAT1,DATE2,MONA2,MONB2,STAT2,DATE3,MONA3,MONB3,STAT3,DATE4,MONA4,MONB4,STAT4,DATE5,MONA5,MONB5,STAT5,DATE6,MONA6,MONB6,STAT6,DATE7,MONA7,MONB7,STAT7,DATE8,MONA8,MONB8,STAT8,DATE9,MONA9,MONB9,STAT9,DATE10,MONA10,MONB10,STAT10,DATE11,MONA11,MONB11,STAT11,DATE12,MONA12,MONB12,STAT12
N0364,3,1,1,1,N017227,N0520064,0,0,0,陳金海,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-10-30,0,2000,1,1978-11-30,0,1000,1,1978-12-30,0,1000,1

"51. ME_NO: N0520064, location: BK248\88TZCOL_COLT.csv, index: 582603"
SI_NO,SI_ID,BOOK_NO,PAGE_NO,PAGE_SERNO,CNT,MONA_T,MONB_T,MONC_T,MOND_T,DO_NO,ME_NO,STAT
N1736,.,1,2,1,1,12000,12000,,,N017227,N0520064,

"52. ME_NO: N0520064, location: BK248\88TZCOL_COL_6.csv, index: 27592"
SI_NO,SI_ID,BOOK_NO,PAGE_NO,PAGE_SERNO,DO_NO,ME_NO,VOU_CAT,VOU_SERNO,VOU_MMYY,VOU_NAME,VOU_PAGE,DATE1,MONA1,MONB1,STAT1,STATS1,DATE2,MONA2,MONB2,STAT2,STATS2,DATE3,MONA3,MONB3,STAT3,STATS3,DATE4,MONA4,MONB4,STAT4,STATS4,DATE5,MONA5,MONB5,STAT5,STATS5,DATE6,MONA6,MONB6,STAT6,STATS6,DATE7,MONA7,MONB7,STAT7,STATS7,DATE8,MONA8,MONB8,STAT8,STATS8,DATE9,MONA9,MONB9,STAT9,STATS9,DATE10,MONA10,MONB10,STAT10,STATS10,DATE11,MONA11,MONB11,STAT11,STATS11,DATE12,MONA12,MONB12,STAT12,STATS12
N1736,.,1,2,1,N017227,N0520064,2,1,2,陳金海,,,0,0,,,1988-03-02,2000,2000,2,@,,0,0,,,1988-05-05,2000,2000,2,@,,0,0,,,1988-07-02,2000,2000,2,@,,0,0,,,1988-08-30,2000,2000,2,@,,0,0,,,1988-11-05,2000,2000,2,@,,0,0,,,1988-12-31,2000,2000,2,@

"1. ME_NO: X0585070, location: BK219\J85_PAYMEM.csv, index: 1890"
DO_NO,ME_NO,VOU_CAT,VOU_NO,VOU_MMYY,VOU_NAME,ME_NAME,SI_NO1,SI_ID1,OPD_DATE,MON_CAT,DATES,MONAS,MONBS,STATS,OWNER,STAT,REMARK,REMARK1,REMARK3,PM_SOU,REMARK4,P_CASE,P_USED,CASE_SUB,P_FUND,P_LOCAL,P_SERNO,YEARS
X057805,X0585070,1,1906,,陳金海,陳金海,J0056,.,1984-02-06,1,1984-02-06,52040,0,1,陳麗淨,*,,,U.S2000兌,,,,,,C,,1,84

"2. ME_NO: X0585070, location: BK219\J85_PAYMEM.csv, index: 6374"
DO_NO,ME_NO,VOU_CAT,VOU_NO,VOU_MMYY,VOU_NAME,ME_NAME,SI_NO1,SI_ID1,OPD_DATE,MON_CAT,DATES,MONAS,MONBS,STATS,OWNER,STAT,REMARK,REMARK1,REMARK3,PM_SOU,REMARK4,P_CASE,P_USED,CASE_SUB,P_FUND,P_LOCAL,P_SERNO,YEARS
X057805,X0585070,1,6459,,陳金海,陳金海,J0081,.,1984-04-29,1,1984-04-29,10256,0,1,陳麗淨,*,,,,,,,,,B,,1,84

"2. ME_NO: X1101825, location: BK207\DOMEM_PAYMEM.csv, index: 31565"
DO_NO,ME_NO,VOU_CAT,YEARS,VOU_NO,VOU_MMYY,VOU_NAME,ME_NAME,SI_NO1,SI_ID1,OPD_DATE,MON_CAT,DATES,MONAS,MONBS,PM_SOU,STATS,OWNER,STAT,REMARK1,REMARK,REMARK3,REMARK4,P_CASE,P_USED,CASE_SUB,P_FUND,P_SERNO
X271415,X1101825,1,85,29620,,陳金海,陳金海,N0395,.,1985-05-21,2,1985-05-14,100000,,,1,田美雪,*,,,同#29617,,,,,B,1

"3. ME_NO: X1101825, location: BK209\87a_PAYMEM.csv, index: 31565"
DO_NO,ME_NO,VOU_CAT,YEARS,VOU_NO,VOU_MMYY,VOU_NAME,ME_NAME,SI_NO1,SI_ID1,OPD_DATE,MON_CAT,DATES,MONAS,MONBS,PM_SOU,STATS,OWNER,STAT,REMARK1,REMARK,REMARK3,REMARK4,P_CASE,P_USED,CASE_SUB,P_FUND,P_SERNO
X271415,X1101825,1,85,29620,,陳金海,陳金海,N0395,.,1985-05-21,2,1985-05-14,100000,,,1,田美雪,*,,,同#29617,,,,,B,1

"4. ME_NO: X1101825, location: BK223\A84DB7_PAYMEM.csv, index: 31575"
DO_NO,ME_NO,VOU_CAT,VOU_NO,VOU_MMYY,VOU_NAME,ME_NAME,SI_NO1,SI_ID1,OPD_DATE,MON_CAT,DATES,MONAS,MONBS,PM_SOU,STATS,OWNER,STAT,REMARK1,REMARK,REMARK3,REMARK4,P_CASE,P_USED,CASE_SUB,P_FUND,P_SERNO
X271415,X1101825,1,29620,,陳金海,陳金海,N0395,.,1985-05-21,2,1985-05-14,100000,,,1,田美雪,*,,,同#29617,,,,,B,1

"5. ME_NO: X1101825, location: BK223\A84DB7_PAYMT.csv, index: 23991"
SI_NO,SI_ID,ME_NO,DO_NO,SI_NOX,MONA_T,MONB_T,MON_CAT,C_NAME,MONC_T,MOND_T
N0395,.,X1101825,X271415,N0395,,100000,2, -支票,,

"6. ME_NO: X1101825, location: BK242\852_tzcol_PAYMT.csv, index: 8486"
SI_NO,SI_ID,ME_NO,DO_NO,SI_NOX,MONA_T,MONB_T,MON_CAT,C_NAME,MONC_T,MOND_T
N0395,.,X1101825,X271415,N0395,,100000,2, -支票,,

"7. ME_NO: X1101825, location: BK242\85_tzcol_PAYMT.csv, index: 8486"
SI_NO,SI_ID,ME_NO,DO_NO,SI_NOX,MONA_T,MONB_T,MON_CAT,C_NAME,MONC_T,MOND_T
N0395,.,X1101825,X271415,N0395,,100000,2, -支票,,

"8. ME_NO: X1101825, location: BK242\85_tzdbf_PAYMT.csv, index: 8540"
SI_NO,SI_ID,ME_NO,DO_NO,SI_NOX,MONA_T,MONB_T,MON_CAT,C_NAME,MONC_T,MOND_T
N0395,.,X1101825,X271415,N0395,,100000,2, -支票,,

"10. ME_NO: X1101825, location: BK245\PAYMEM.csv, index: 31565"
DO_NO,ME_NO,VOU_CAT,YEARS,VOU_NO,VOU_MMYY,VOU_NAME,ME_NAME,SI_NO1,SI_ID1,OPD_DATE,MON_CAT,DATES,MONAS,MONBS,PM_SOU,STATS,OWNER,STAT,REMARK1,REMARK,REMARK3,REMARK4,P_CASE,P_USED,CASE_SUB,P_FUND,P_SERNO
X271415,X1101825,1,85,29620,,陳金海,陳金海,N0395,.,1985-05-21,2,1985-05-14,100000,,,1,田美雪,*,,,同#29617,,,,,B,1

